576 6 163 ; 38 99 45 ; 257 574 119 ; 730 356 79 ; 900 920 162 ; 
649 400 82 ; 422 131 260 ; 577 675 236 ; 558 1006 330 ; 1016 589 150 ; 
394 875 68 ; 840 481 498 ; 89 896 453 ; 549 202 447 ; 943 521 318 ; 
319 663 101 ; 451 476 142 ; 102 416 260 ; 85 1022 490 ; 674 384 364 ; 
526 728 104 ; 1007 826 438 ; 880 479 34 ; 58 126 43 ; 579 873 281 ; 
219 114 488 ; 695 4 488 ; 87 316 203 ; 85 182 413 ; 469 607 74 ; 
173 1023 25 ; 999 810 39 ; 454 412 98 ; 580 104 302 ; 429 345 453 ; 
543 505 176 ; 547 985 111 ; 864 892 166 ; 22 902 429 ; 629 996 82 ; 
629 741 275 ; 415 1012 132 ; 827 243 447 ; 931 353 377 ; 252 522 222 ; 
758 247 299 ; 719 190 63 ; 588 829 358 ; 466 530 242 ; 438 317 409 ; 
156 572 222 ; 144 1001 287 ; 387 380 42 ; 741 214 226 ; 239 628 29 ; 
486 447 438 ; 677 810 440 ; 482 697 375 ; 1012 423 447 ; 305 172 421 ; 
878 551 224 ; 855 534 380 ; 211 933 76 ; 425 111 116 ; 29 220 449 ; 
477 582 232 ; 263 678 291 ; 960 470 88 ; 360 849 142 ; 532 671 30 ; 
59 931 188 ; 594 323 390 ; 503 883 121 ; 614 807 476 ; 834 448 390 ; 
393 329 231 ; 47 696 152 ; 517 716 68 ; 343 194 336 ; 1014 684 52 ; 
921 456 273 ; 220 82 424 ; 79 563 442 ; 887 232 221 ; 311 326 339 ; 
640 449 326 ; 312 26 119 ; 4 890 362 ; 198 666 228 ; 883 803 15 ; 
315 448 497 ; 398 152 250 ; 961 451 154 ; 169 228 433 ; 495 620 408 ; 
945 822 28 ; 971 393 376 ; 837 11 393 ; 479 147 17 ; 258 626 244 ; 
706 71 455 ; 859 437 190 ; 286 1023 488 ; 514 665 174 ; 110 169 371 ; 
932 1009 323 ; 301 442 112 ; 313 187 39 ; 460 960 376 ; 63 908 107 ; 
134 715 490 ; 572 838 296 ; 571 334 99 ; 212 792 193 ; 382 396 152 ; 
367 495 462 ; 809 515 303 ; 996 482 496 ; 933 262 201 ; 817 521 498 ; 
509 15 253 ; 323 216 315 ; 657 251 83 ; 426 573 415 ; 822 385 243 ; 
293 307 125 ; 808 138 145 ; 266 271 474 ; 528 716 359 ; 25 598 168 ; 
41 543 293 ; 257 623 246 ; 508 250 13 ; 57 449 287 ; 442 861 389 ; 
750 630 395 ; 888 767 276 ; 135 690 348 ; 852 585 150 ; 426 389 58 ; 
970 1010 383 ; 569 93 264 ; 819 522 201 ; 245 585 442 ; 82 50 383 ; 
712 337 178 ; 456 917 140 ; 122 257 424 ; 707 887 176 ; 72 1021 448 ; 
58 157 90 ; 151 357 208 ; 674 815 265 ; 235 757 49 ; 286 756 326 ; 
623 174 340 ; 517 342 216 ; 774 375 304 ; 638 543 226 ; 635 539 193 ; 
792 961 225 ; 126 306 468 ; 941 219 463 ; 674 952 429 ; 406 906 153 ; 
581 942 23 ; 923 667 286 ; 274 847 71 ; 817 126 374 ; 332 111 400 ; 
270 169 207 ; 576 285 180 ; 795 552 434 ; 724 470 171 ; 606 623 333 ; 
525 38 359 ; 168 76 224 ; 1015 632 420 ; 117 938 74 ; 229 858 364 ; 
398 389 384 ; 683 713 430 ; 211 139 210 ; 681 506 194 ; 280 523 226 ; 
318 947 188 ; 395 927 421 ; 3 807 141 ; 941 962 153 ; 775 910 34 ; 
140 166 331 ; 854 717 121 ; 993 819 372 ; 476 693 400 ; 999 267 133 ; 
922 448 282 ; 826 129 164 ; 609 1003 475 ; 547 844 230 ; 433 802 359 ; 
600 990 410 ; 293 551 91 ; 88 796 433 ; 782 228 222 ; 25 341 426 ; 
473 735 82 ; 603 424 48 ; 582 507 402 ; 402 594 212 ; 180 597 255 ; 
146 352 249 ; 698 247 225 ; 470 996 466 ; 698 690 34 ; 15 861 476 ; 
751 1007 166 ; 151 27 347 ; 658 898 442 ; 228 330 240 ; 826 309 246 ; 
154 722 495 ; 401 711 21 ; 373 993 243 ; 39 340 385 ; 900 468 199 ; 
883 622 467 ; 911 226 26 ; 785 432 337 ; 91 197 79 ; 400 363 484 ; 
99 710 410 ; 810 180 120 ; 780 347 353 ; 96 985 394 ; 564 272 317 ; 
163 599 50 ; 389 653 25 ; 821 858 292 ; 1018 698 105 ; 358 766 324 ; 
44 636 409 ; 224 660 256 ; 572 61 294 ; 533 859 490 ; 805 672 378 ; 
381 362 287 ; 10 936 382 ; 869 372 11 ; 543 594 320 ; 285 906 51 ; 
921 595 97 ; 557 383 157 ; 618 982 106 ; 453 312 482 ; 101 763 23 ; 
464 754 280 ; 376 908 221 ; 748 427 224 ; 318 767 125 ; 201 78 208 ; 
796 771 105 ; 156 485 430 ; 114 423 303 ; 426 933 77 ; 165 952 498 ; 
919 752 383 ; 803 934 135 ; 206 102 131 ; 974 139 164 ; 28 719 42 ; 
800 560 239 ; 261 298 164 ; 684 593 424 ; 593 482 166 ; 521 824 380 ; 
249 243 150 ; 159 127 409 ; 261 386 393 ; 400 370 111 ; 95 673 89 ; 
655 152 174 ; 953 428 18 ; 522 860 427 ; 1004 382 211 ; 804 331 148 ; 
24 445 317 ; 151 454 498 ; 537 243 266 ; 908 239 343 ; 557 184 60 ; 
709 158 123 ; 114 932 139 ; 974 943 36 ; 333 614 175 ; 664 878 427 ; 
85 639 348 ; 539 650 468 ; 783 820 423 ; 1022 227 344 ; 182 35 100 ; 
341 963 381 ; 249 498 483 ; 169 986 365 ; 783 973 155 ; 638 941 20 ; 
253 689 44 ; 903 461 173 ; 699 384 373 ; 927 844 184 ; 962 165 422 ; 
901 42 324 ; 375 629 65 ; 338 306 367 ; 287 958 156 ; 204 918 143 ; 
893 519 329 ; 330 204 31 ; 714 429 246 ; 535 413 446 ; 700 395 325 ; 
742 560 91 ; 348 41 73 ; 654 796 408 ; 588 696 486 ; 483 356 482 ; 
1002 653 174 ; 182 180 264 ; 612 611 366 ; 1 717 109 ; 397 726 484 ; 
957 673 92 ; 998 498 166 ; 771 699 394 ; 443 213 289 ; 799 15 357 ; 
429 22 324 ; 609 922 382 ; 196 104 57 ; 913 1 73 ; 615 433 262 ; 
265 541 251 ; 763 368 12 ; 438 542 463 ; 652 347 322 ; 667 741 97 ; 
689 593 433 ; 587 424 158 ; 692 437 7 ; 693 38 376 ; 103 664 413 ; 
644 664 93 ; 1012 596 210 ; 531 503 337 ; 878 157 88 ; 595 255 244 ; 
165 128 195 ; 589 430 413 ; 2 317 12 ; 40 401 360 ; 704 375 270 ; 
344 964 225 ; 941 794 113 ; 420 363 158 ; 578 371 253 ; 833 7 187 ; 
961 311 23 ; 367 280 380 ; 684 836 197 ; 62 37 31 ; 437 955 103 ; 
377 952 231 ; 147 569 316 ; 510 175 221 ; 882 312 409 ; 889 304 203 ; 
176 891 404 ; 456 619 241 ; 269 936 224 ; 306 231 213 ; 237 590 83 ; 
165 629 248 ; 734 1013 301 ; 910 290 156 ; 198 1012 150 ; 502 263 20 ; 
369 348 66 ; 988 369 130 ; 900 758 127 ; 107 807 68 ; 697 918 166 ; 
303 442 43 ; 292 343 424 ; 583 391 274 ; 571 949 104 ; 834 342 19 ; 
158 624 205 ; 528 58 39 ; 262 973 47 ; 45 109 484 ; 963 575 27 ; 
381 254 281 ; 724 98 180 ; 91 677 40 ; 16 117 231 ; 358 780 366 ; 
982 922 297 ; 17 409 131 ; 990 884 407 ; 76 212 53 ; 651 672 134 ; 
906 805 29 ; 1004 217 42 ; 657 945 122 ; 775 209 277 ; 531 43 362 ; 
429 712 44 ; 838 516 95 ; 699 847 292 ; 911 417 466 ; 559 31 334 ; 
340 609 414 ; 557 543 248 ; 479 178 112 ; 688 927 134 ; 731 669 417 ; 
420 770 184 ; 936 829 290 ; 759 905 124 ; 152 947 235 ; 184 42 311 ; 
793 812 378 ; 312 440 219 ; 490 48 364 ; 394 314 207 ; 39 331 127 ; 
809 880 343 ; 614 834 3 ; 495 602 35 ; 419 46 402 ; 461 401 307 ; 
249 291 87 ; 689 522 420 ; 737 287 52 ; 28 530 255 ; 359 438 9 ; 
215 53 176 ; 25 88 302 ; 628 35 184 ; 674 741 412 ; 51 576 155 ; 
342 595 248 ; 865 383 457 ; 128 484 178 ; 658 51 375 ; 72 12 183 ; 
125 12 223 ; 213 822 326 ; 248 199 488 ; 990 71 480 ; 542 362 390 ; 
114 90 233 ; 497 67 35 ; 981 733 220 ; 8 88 4 ; 20 496 243 ; 
33 239 119 ; 855 197 273 ; 30 181 262 ; 101 793 271 ; 463 31 53 ; 
553 344 415 ; 620 1000 445 ; 329 472 63 ; 418 73 24 ; 914 332 233 ; 
129 663 401 ; 326 96 354 ; 508 767 98 ; 277 662 464 ; 309 523 70 ; 
653 926 69 ; 629 420 63 ; 78 411 155 ; 151 359 229 ; 483 316 455 ; 
122 294 369 ; 219 304 398 ; 986 146 16 ; 624 19 64 ; 123 1017 22 ; 
25 430 427 ; 445 397 68 ; 856 985 278 ; 192 878 184 ; 508 165 87 ; 
802 366 82 ; 83 696 492 ; 229 328 91 ; 248 469 493 ; 241 887 117 ; 
672 590 72 ; 45 946 70 ; 6 908 407 ; 884 948 0 ; 25 115 372 ; 
391 789 256 ; 63 562 259 ; 392 553 30 ; 861 507 371 ; 724 60 396 ; 
290 761 377 ; 212 463 385 ; 97 610 483 ; 21 590 29 ; 137 762 402 ; 
926 419 407 ; 464 878 415 ; 1018 396 26 ; 501 143 406 ; 561 139 323 ; 
298 377 447 ; 761 262 57 ; 348 193 74 ; 938 131 127 ; 677 953 48 ; 
72 776 425 ; 950 991 44 ; 322 246 248 ; 465 916 130 ; 605 400 183 ; 
982 607 229 ; 220 81 487 ; 414 791 233 ; 545 574 21 ; 474 378 203 ; 
226 320 152 ; 194 164 328 ; 440 472 138 ; 332 775 316 ; 732 554 382 ; 
316 895 435 ; 397 511 353 ; 164 888 21 ; 738 589 423 ; 92 204 440 ; 
412 497 474 ; 576 861 285 ; 25 128 287 ; 800 740 359 ; 330 794 407 ; 
202 429 256 ; 713 22 204 ; 577 860 309 ; 142 63 497 ; 346 836 43 ; 
843 34 199 ; 681 483 188 ; 809 102 460 ; 525 161 61 ; 296 553 325 ; 
725 653 436 ; 748 45 122 ; 584 858 75 ; 647 811 28 ; 459 478 2 ; 
494 237 404 ; 977 409 184 ; 56 134 225 ; 217 907 166 ; 770 433 471 ; 
399 289 375 ; 444 347 17 ; 278 94 397 ; 65 418 389 ; 543 884 268 ; 
781 672 328 ; 166 280 190 ; 300 569 195 ; 184 643 131 ; 617 219 357 ; 
906 90 483 ; 229 687 119 ; 323 1008 115 ; 741 889 486 ; 601 394 227 ; 
249 358 235 ; 530 816 60 ; 75 203 38 ; 719 671 335 ; 938 332 11 ; 
4 763 40 ; 692 570 62 ; 676 822 199 ; 542 328 26 ; 936 923 275 ; 
270 14 300 ; 62 910 153 ; 265 949 371 ; 936 264 383 ; 244 787 150 ; 
1008 903 348 ; 554 901 204 ; 352 104 384 ; 680 654 137 ; 580 921 55 ; 
594 765 407 ; 481 858 373 ; 406 458 291 ; 670 133 60 ; 433 527 165 ; 
312 835 109 ; 189 123 81 ; 293 104 200 ; 947 761 80 ; 844 936 413 ; 
585 1023 73 ; 419 356 499 ; 877 775 400 ; 1010 435 166 ; 513 8 132 ; 
324 850 309 ; 448 651 441 ; 552 1007 90 ; 289 692 103 ; 201 33 210 ; 
200 978 186 ; 556 469 331 ; 307 442 299 ; 742 820 164 ; 751 845 311 ; 
577 278 388 ; 204 24 301 ; 188 982 49 ; 880 186 369 ; 913 336 102 ; 
867 307 303 ; 312 862 379 ; 754 813 55 ; 551 618 122 ; 372 409 492 ; 
650 713 183 ; 674 318 452 ; 633 371 381 ; 819 976 21 ; 131 846 101 ; 
438 917 238 ; 277 164 5 ; 66 991 49 ; 684 77 124 ; 69 930 247 ; 
783 485 199 ; 77 618 141 ; 449 955 220 ; 401 456 321 ; 224 837 252 ; 
117 83 75 ; 282 196 274 ; 249 621 383 ; 327 777 349 ; 233 460 42 ; 
718 515 419 ; 312 197 222 ; 243 553 252 ; 699 518 261 ; 512 278 414 ; 
595 169 370 ; 791 499 80 ; 389 82 422 ; 142 756 155 ; 603 66 402 ; 
94 469 155 ; 291 632 450 ; 844 872 90 ; 338 537 106 ; 616 603 369 ; 
786 894 334 ; 261 278 385 ; 344 968 233 ; 76 883 74 ; 142 102 384 ; 
611 577 263 ; 219 747 262 ; 67 206 169 ; 604 932 58 ; 184 309 100 ; 
54 199 49 ; 332 685 479 ; 276 938 16 ; 135 556 192 ; 237 316 60 ; 
815 680 310 ; 538 114 362 ; 744 863 289 ; 652 409 345 ; 962 294 493 ; 
137 795 445 ; 822 34 275 ; 736 558 63 ; 268 403 231 ; 585 323 287 ; 
241 386 484 ; 355 36 479 ; 194 929 74 ; 604 866 358 ; 898 384 291 ; 
669 85 241 ; 703 865 394 ; 237 952 489 ; 640 292 257 ; 964 791 274 ; 
326 503 127 ; 362 7 228 ; 267 49 43 ; 110 835 389 ; 494 226 325 ; 
579 579 155 ; 420 46 76 ; 349 335 67 ; 641 336 497 ; 408 606 57 ; 
911 437 309 ; 918 509 63 ; 967 936 181 ; 779 534 305 ; 1005 735 427 ; 
561 811 245 ; 607 531 352 ; 942 955 81 ; 254 592 290 ; 861 869 415 ; 
274 63 95 ; 784 606 462 ; 696 488 201 ; 206 637 384 ; 942 896 371 ; 
729 625 305 ; 236 933 278 ; 167 638 37 ; 759 692 71 ; 605 363 137 ; 
668 442 362 ; 250 409 225 ; 738 270 101 ; 351 74 237 ; 223 658 24 ; 
848 199 286 ; 758 301 383 ; 372 1010 39 ; 41 613 27 ; 404 470 342 ; 
847 165 43 ; 232 134 291 ; 502 887 150 ; 576 288 300 ; 210 920 400 ; 
409 446 375 ; 710 701 324 ; 696 169 98 ; 285 828 482 ; 756 198 63 ; 
921 174 312 ; 31 817 471 ; 918 687 355 ; 182 272 313 ; 79 208 81 ; 
525 367 32 ; 203 351 469 ; 372 69 228 ; 176 160 140 ; 374 291 130 ; 
548 827 38 ; 342 162 227 ; 5 753 422 ; 277 822 76 ; 485 444 278 ; 
853 276 405 ; 180 517 391 ; 250 445 322 ; 410 46 90 ; 701 956 18 ; 
505 574 152 ; 667 89 389 ; 397 659 315 ; 195 99 136 ; 639 745 302 ; 
915 447 63 ; 409 674 296 ; 854 80 325 ; 900 882 247 ; 832 836 397 ; 
382 140 338 ; 471 1017 87 ; 106 188 115 ; 205 389 276 ; 951 867 235 ; 
374 806 223 ; 24 575 474 ; 104 524 107 ; 986 723 54 ; 798 308 102 ; 
938 594 235 ; 932 362 341 ; 96 797 353 ; 485 605 487 ; 328 608 377 ; 
111 227 448 ; 686 762 458 ; 186 681 298 ; 909 431 494 ; 193 58 136 ; 
787 517 390 ; 125 334 464 ; 922 623 248 ; 503 1019 205 ; 88 596 26 ; 
315 100 163 ; 53 1002 234 ; 735 904 184 ; 142 910 190 ; 200 878 351 ; 
717 620 212 ; 28 276 463 ; 651 865 45 ; 646 526 71 ; 218 672 171 ; 
318 123 227 ; 296 709 166 ; 176 957 112 ; 62 367 375 ; 940 686 305 ; 
536 174 210 ; 813 450 471 ; 654 851 135 ; 156 126 203 ; 828 929 365 ; 
952 796 352 ; 637 979 258 ; 571 191 395 ; 938 138 411 ; 601 227 154 ; 
775 517 258 ; 201 501 467 ; 28 512 96 ; 155 151 394 ; 60 437 66 ; 
857 941 138 ; 812 739 330 ; 1003 834 172 ; 117 82 403 ; 344 416 361 ; 
862 666 102 ; 339 429 486 ; 851 1005 475 ; 1003 187 116 ; 416 549 183 ; 
333 716 495 ; 48 810 280 ; 883 518 408 ; 965 797 343 ; 357 991 460 ; 
1023 761 65 ; 429 283 219 ; 410 7 246 ; 598 783 77 ; 123 690 472 ; 
839 657 296 ; 626 458 49 ; 120 46 342 ; 918 638 421 ; 885 322 346 ; 
622 351 475 ; 906 218 214 ; 913 424 87 ; 672 458 190 ; 338 470 64 ; 
995 899 479 ; 429 636 75 ; 476 422 329 ; 90 67 117 ; 412 677 343 ; 
764 620 72 ; 982 563 55 ; 383 934 277 ; 841 692 418 ; 287 24 94 ; 
162 504 136 ; 799 799 243 ; 197 696 197 ; 265 713 405 ; 942 625 415 ; 
539 397 39 ; 78 792 139 ; 1012 45 490 ; 681 211 485 ; 705 25 54 ; 
185 177 21 ; 984 301 332 ; 656 854 239 ; 346 859 436 ; 971 954 141 ; 
344 437 256 ; 113 685 51 ; 158 891 445 ; 370 456 25 ; 395 862 186 ; 
573 531 140 ; 874 363 217 ; 704 994 198 ; 539 799 206 ; 469 868 64 ; 
906 856 115 ; 567 359 284 ; 434 964 273 ; 890 534 63 ; 728 784 73 ; 
236 716 397 ; 599 834 374 ; 570 912 396 ; 345 622 12 ; 189 679 331 ; 
22 682 416 ; 381 6 158 ; 322 467 198 ; 856 63 376 ; 616 28 31 ; 
309 389 363 ; 119 299 99 ; 7 59 71 ; 629 523 369 ; 284 502 78 ; 
967 950 43 ; 973 257 21 ; 417 131 63 ; 480 439 113 ; 508 614 401 ; 
898 494 261 ; 173 609 186 ; 233 300 245 ; 756 561 284 ; 235 143 214 ; 
161 939 98 ; 418 732 201 ; 549 907 307 ; 989 380 244 ; 579 709 372 ; 
49 631 320 ; 659 861 134 ; 959 187 188 ; 497 543 81 ; 640 505 473 ; 
555 752 400 ; 264 941 426 ; 147 56 60 ; 528 612 150 ; 213 624 127 ; 
844 121 318 ; 682 515 144 ; 869 59 203 ; 388 860 214 ; 894 370 251 ; 
622 114 392 ; 539 20 31 ; 596 345 43 ; 184 195 139 ; 809 10 487 ; 
930 404 284 ; 421 848 497 ; 481 927 311 ; 317 942 120 ; 687 429 60 ; 
802 557 50 ; 822 217 188 ; 143 140 324 ; 338 211 468 ; 348 810 364 ; 
753 599 237 ; 577 208 259 ; 481 499 361 ; 399 635 434 ; 828 135 59 ; 
362 530 211 ; 579 522 493 ; 719 30 183 ; 931 134 343 ; 717 423 121 ; 
292 496 350 ; 500 476 347 ; 999 877 256 ; 610 735 133 ; 746 910 192 ; 
252 749 389 ; 774 366 263 ; 805 806 402 ; 939 365 145 ; 338 262 188 ; 
835 508 166 ; 287 483 362 ; 140 12 331 ; 875 21 178 ; 761 430 377 ; 
487 643 339 ; 853 194 467 ; 635 324 449 ; 1000 149 462 ; 239 906 326 ; 
747 332 256 ; 207 50 343 ; 219 269 198 ; 240 464 330 ; 670 245 173 ; 
289 772 491 ; 483 527 142 ; 807 32 323 ; 957 343 219 ; 839 569 23 ; 
147 109 210 ; 197 485 130 ; 467 123 481 ; 931 926 20 ; 152 555 84 ; 
924 946 15 ; 427 800 404 ; 459 484 164 ; 802 803 251 ; 347 74 460 ; 
457 609 331 ; 942 867 30 ; 41 308 272 ; 967 992 239 ; 499 892 258 ; 
421 439 410 ; 198 276 34 ; 682 596 97 ; 461 699 400 ; 535 736 55 ; 
120 587 90 ; 987 586 263 ; 271 782 417 ; 239 421 251 ; 108 991 298 ; 
547 689 381 ; 823 287 343 ; 395 312 177 ; 71 796 207 ; 807 35 152 ; 
370 646 91 ; 956 689 32 ; 714 651 455 ; 111 654 343 ; 78 600 418 ; 
767 22 414 ; 30 889 198 ; 342 930 321 ; 115 629 5 ; 150 789 148 ; 
796 460 63 ; 462 252 81 ; 89 8 234 ; 743 35 348 ; 319 301 460 ; 
341 676 382 ; 206 574 322 ; 112 271 16 ; 741 364 211 ; 506 528 10 ; 
967 475 116 ; 195 793 473 ; 203 19 343 ; 238 983 496 ; 540 11 331 ; 
192 142 350 ; 766 16 84 ; 13 944 226 ; 378 167 103 ; 906 529 272 ; 
358 18 239 ; 127 303 242 ; 146 26 17 ; 105 862 317 ; 117 393 39 ; 
259 243 103 ; 275 435 71 ; 195 834 493 ; 363 321 43 ; 892 549 225 ; 
910 260 187 ; 189 938 197 ; 215 788 132 ; 53 841 430 ; 446 108 292 ; 
690 940 325 ; 101 939 116 ; 935 681 135 ; 232 436 102 ; 782 569 229 ; 
18 584 378 ; 957 958 460 ; 721 434 154 ; 538 57 301 ; 646 809 47 ; 
562 654 425 ; 478 758 287 ; 135 113 365 ; 571 687 88 ; 116 601 61 ; 
700 383 55 ; 634 51 161 ; 45 933 122 ; 102 1007 159 ; 911 110 89 ; 
541 683 304 ; 275 923 54 ; 388 240 116 ; 51 492 279 ; 652 977 290 ; 
11 196 374 ; 63 458 219 ; 996 652 373 ; 979 544 470 ; 65 973 292 ; 
749 1 483 ; 648 616 16 ; 888 684 359 ; 356 888 147 ; 310 638 335 ; 
506 505 355 ; 964 48 383 ; 593 225 82 ; 113 448 106 ; 62 772 258 ; 
64 984 435 ; 680 712 64 ; 340 716 284 ; 204 83 108 ; 843 526 477 ; 
324 598 155 ; 372 681 345 ; 597 827 210 ; 21 945 223 ; 794 1019 396 ; 
754 135 170 ; 442 1023 498 ; 134 512 434 ; 218 888 299 ; 744 597 19 ; 
318 616 238 ; 999 118 182 ; 802 584 70 ; 724 619 128 ; 719 767 473 ; 
854 977 103 ; 854 228 149 ; 342 158 332 ; 206 429 158 ; 804 905 128 ; 
396 175 281 ; 514 794 119 ; 74 760 379 ; 693 300 289 ; 436 886 161 ; 
390 217 253 ; 618 303 499 ; 776 831 169 ; 182 469 47 ; 63 326 390 ; 
238 927 230 ; 8 822 18 ; 769 693 305 ; 45 343 299 ; 931 716 225 ; 
125 785 181 ; 428 685 487 ; 235 414 345 ; 704 486 338 ; 6 764 116 ; 
933 822 51 ; 732 252 29 ; 401 197 86 ; 744 217 495 ; 437 930 180 ; 
198 31 320 ; 883 547 165 ; 274 656 217 ; 760 518 308 ; 500 562 448 ; 
298 669 415 ; 550 1015 44 ; 748 345 104 ; 965 444 326 ; 871 588 202 ; 
902 640 191 ; 425 817 102 ; 58 398 81 ; 576 214 151 ; 115 735 211 ; 
784 238 299 ; 775 674 349 ; 96 819 380 ; 540 341 48 ; 105 607 153 ; 
745 287 272 ; 539 165 86 ; 937 926 288 ; 128 938 18 ; 863 685 318 ; 
77 933 305 ; 751 454 382 ; 546 526 77 ; 887 322 478 ; 471 59 282 ; 
758 667 171 ; 923 130 465 ; 825 18 180 ; 739 988 33 ; 401 486 37 ; 
310 100 288 ; 764 498 53 ; 267 647 377 ; 589 893 215 ; 649 656 395 ; 
292 523 470 ; 422 112 484 ; 440 240 39 ; 404 282 364 ; 891 451 168 ; 
991 460 457 ; 465 545 87 ; 88 358 407 ; 982 718 298 ; 614 941 12 ; 
113 611 201 ; 226 15 489 ; 466 342 464 ; 748 470 264 ; 176 314 409 ; 
636 559 68 ; 157 90 47 ; 516 386 432 ; 210 948 96 ; 127 52 74 ; 
738 829 296 ; 753 875 286 ; 71 319 212 ; 541 203 254 ; 856 492 447 ; 
391 648 179 ; 482 771 91 ; 868 335 384 ; 792 1012 288 ; 845 622 18 ; 
650 847 321 ; 501 161 167 ; 820 725 244 ; 0 731 239 ; 492 462 17 ; 
117 369 449 ; 888 912 344 ; 200 589 86 ; 188 781 138 ; 810 160 95 ; 
633 689 172 ; 794 933 422 ; 495 905 132 ; 203 949 468 ; 665 510 196 ; 
11 927 373 ; 923 711 418 ; 488 978 230 ; 246 64 390 ; 406 967 346 ; 
71 667 25 ; 1004 1018 370 ; 886 846 21 ; 811 470 40 ; 297 95 331 ; 
200 212 397 ; 911 446 64 ; 865 544 275 ; 930 843 416 ; 873 305 274 ; 
517 578 220 ; 511 461 427 ; 333 114 360 ; 803 262 466 ; 898 614 485 ; 
86 607 286 ; 532 611 318 ; 53 514 277 ; 896 906 251 ; 177 520 377 ; 
756 540 306 ; 193 632 7 ; 307 704 106 ; 569 638 235 ; 159 359 363 ; 
766 377 37 ; 353 595 132 ; 868 700 416 ; 750 647 121 ; 247 500 489 ; 
787 203 219 ; 395 422 335 ; 75 129 60 ; 713 168 415 ; 48 1011 292 ; 
425 705 172 ; 1020 485 302 ; 697 797 100 ; 320 139 488 ; 821 376 234 ; 
0 791 465 ; 422 938 49 ; 551 254 116 ; 720 901 28 ; 707 70 101 ; 
388 422 322 ; 873 516 327 ; 647 964 436 ; 786 232 425 ; 138 251 397 ; 
930 516 82 ; 844 545 286 ; 75 970 17 ; 976 446 380 ; 22 635 316 ; 
444 873 484 ; 961 513 124 ; 901 149 370 ; 110 482 489 ; 361 111 103 ; 
877 562 201 ; 399 1012 3 ; 345 861 48 ; 791 238 395 ; 402 334 311 ; 
252 114 90 ; 765 283 402 ; 914 301 51 ; 372 966 341 ; 483 369 407 ; 
21 934 336 ; 10 382 445 ; 871 674 284 ; 85 17 321 ; 420 336 84 ; 
534 678 379 ; 817 441 27 ; 94 140 4 ; 36 741 98 ; 405 428 438 ; 
316 476 69 ; 698 378 427 ; 348 678 353 ; 365 300 160 ; 701 712 434 ; 
356 503 490 ; 797 546 312 ; 937 330 378 ; 655 4 56 ; 59 50 189 ; 
536 580 378 ; 914 107 474 ; 568 668 184 ; 868 52 56 ; 557 546 337 ; 
36 436 339 ; 583 861 3 ; 913 55 84 ; 918 367 281 ; 968 716 140 ; 
524 447 216 ; 631 493 48 ; 275 214 82 ; 328 282 102 ; 874 716 135 ; 
287 827 412 ; 124 270 164 ; 179 510 271 ; 546 663 385 ; 239 448 307 ; 
686 292 327 ; 155 672 312 ; 369 942 243 ; 652 756 271 ; 344 415 259 ; 
147 631 141 ; 417 884 204 ; 927 695 316 ; 566 396 151 ; 1014 1015 322 ; 
282 555 313 ; 954 619 207 ; 872 290 478 ; 605 237 164 ; 1020 512 320 ; 
628 638 284 ; 488 26 247 ; 159 563 212 ; 556 254 115 ; 547 492 441 ; 
78 969 480 ; 697 84 298 ; 988 379 149 ; 201 19 113 ; 714 311 146 ; 
328 947 31 ; 354 706 235 ; 917 882 367 ; 148 961 254 ; 640 582 78 ; 
586 194 202 ; 670 89 100 ; 25 938 86 ; 44 611 254 ; 355 890 227 ; 
278 141 265 ; 984 20 361 ; 842 387 220 ; 779 913 9 ; 338 972 381 ; 
532 554 10 ; 621 214 208 ; 535 572 182 ; 123 894 468 ; 1013 394 376 ; 
130 607 80 ; 150 125 362 ; 537 1021 471 ; 426 786 469 ; 374 700 325 ; 
928 230 127 ; 119 346 207 ; 691 108 217 ; 562 920 156 ; 956 753 139 ; 
539 941 164 ; 664 383 114 ; 661 810 372 ; 424 32 157 ; 100 33 76 ; 
330 372 206 ; 676 219 103 ; 784 688 14 ; 681 669 81 ; 410 772 355 ; 
327 865 267 ; 710 63 83 ; 497 436 163 ; 529 321 229 ; 562 633 493 ; 
934 296 485 ; 129 887 67 ; 818 573 447 ; 463 950 307 ; 211 866 320 ; 
52 713 10 ; 116 76 309 ; 552 104 80 ; 873 793 145 ; 483 882 474 ; 
779 47 392 ; 642 566 378 ; 191 737 491 ; 117 668 97 ; 983 257 56 ; 
673 255 360 ; 749 581 172 ; 853 593 108 ; 622 78 392 ; 480 92 182 ; 
527 668 53 ; 69 130 212 ; 806 745 114 ; 451 131 273 ; 708 1003 122 ; 
963 39 370 ; 520 152 431 ; 89 380 240 ; 167 137 314 ; 259 767 28 ; 
927 856 229 ; 33 700 104 ; 779 162 222 ; 910 839 380 ; 889 609 35 ; 
929 339 359 ; 57 742 215 ; 437 871 59 ; 574 829 29 ; 317 385 64 ; 
149 422 344 ; 849 987 407 ; 1011 597 485 ; 826 1013 68 ; 412 857 106 ; 
751 384 155 ; 470 875 280 ; 317 863 449 ; 122 940 475 ; 507 160 101 ; 
930 664 159 ; 893 48 52 ; 466 489 494 ; 455 685 449 ; 288 767 340 ; 
673 714 140 ; 524 567 71 ; 363 476 417 ; 279 823 270 ; 440 721 444 ; 
80 936 264 ; 128 276 366 ; 617 466 151 ; 278 644 45 ; 21 624 428 ; 
